genre,movie_name,cast,director,TMDB_Genre,Vote_Average,Vote_Count
"Comedy, Drama, Romance",I Hate Luv Storys,"Imran Khan, Sonam Kapoor, Sammir Dattani, Samir Soni",Punit Malhotra,"Comedy, Drama, Romance",5.897,74.0
"Action, Crime, Drama",Wazir,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, John Abraham",Bejoy Nambiar,"Thriller, Action, Crime",6.638,120.0
"Action, Comedy, Crime",Singh Is Kinng,"Akshay Kumar, Katrina Kaif, Om Puri, Kirron Kher",Anees Bazmee,"Action, Comedy",5.619,88.0
"Action, Crime, Thriller",Holiday,"Akshay Kumar, Sonakshi Sinha, Freddy Daruwala, Sumeet Raghavan",A.R. Murugadoss,"Comedy, Romance, Drama",7.302,243.0
Drama,#Home,"Indrans, Sreenath Bhasi, Manju Pillai, Naslen",Rojin Thomas,"Western, Thriller, Action",6.077,26.0
"Action, Sci-Fi, Thriller",Attack,"John Abraham, Jacqueline Fernandez, Rakul Preet Singh, Prakash Raj",Lakshya Raj Anand,"Action, Science Fiction, Thriller",6.699,194.0
"Comedy, Drama, Romance",Janhit Mein Jaari,"Nushrratt Bharuccha, Vijay Raaz, Alok Nath Pathak, Tinnu Anand",Jai Basantu Singh,"Comedy, Drama, Romance",6.1,10.0
"Action, Crime, Drama",Khiladiyon Ka Khiladi,"Akshay Kumar, Rekha, Raveena Tandon, Deven Verma",Umesh Mehra,"Action, Crime, Thriller",5.429,14.0
"Action, Drama",Vinaya Vidheya Rama,"Ram Charan, Vivek Oberoi, Kiara Advani, Mahesh Manjrekar",Boyapati Srinu,"Action, Drama",4.024,22.0
"Crime, Drama, Thriller",Hate Story IV,"Urvashi Rautela, Gulshan Grover, Lee Byford, Komal Chhabria",Vishal Pandya,"Thriller, Crime, Drama",5.643,14.0
"Action, Crime, Drama",Rocky Handsome,"John Abraham, Nishikant Kamat, Sharad Kelkar, Teddy Maurya",Nishikant Kamat,"Action, Thriller",6.423,65.0
"Action, Adventure, Comedy",Dhamaal,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Jaaved Jaaferi",Indra Kumar,"Comedy, Action, Adventure",6.7,104.0
"Comedy, Drama, Romance",Pyaar Ka Punchnama 2,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha",Luv Ranjan,"Romance, Comedy, Drama",6.684,68.0
 ,Untitled Blumhouse Productions Film,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha",Luv Ranjan,,,
"Comedy, Drama, Family",Chachi 420,"Kamal Haasan, Amrish Puri, Om Puri, Tabu",Kamal Haasan,"Comedy, Drama, Family",7.016,61.0
"Drama, Romance",Chalte Chalte,"Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah",Aziz Mirza,"Comedy, Drama, Romance",6.296,93.0
"Drama, Musical, Romance",Sanam Teri Kasam,"Harshvardhan Rane, Mawra Hocane, Vijay Raaz, Murli Sharma","Radhika Rao, Vinay Sapru","Drama, Romance",7.941,111.0
"Comedy, Crime, Drama",Bunty Aur Babli,"Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Kiran Juneja",Shaad Ali,"Comedy, Crime, Romance",6.3,71.0
"Action, Adventure, Thriller",Agent Vinod,"Kareena Kapoor, Saif Ali Khan, Adil Hussain, Ram Kapoor",Sriram Raghavan,"Action, Adventure, Thriller, Romance",5.55,60.0
"Action, Drama, History",Airlift,"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi",Raja Menon,"Drama, History, Action",7.099,187.0
"Action, Comedy",Judwaa 2,"Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher",David Dhawan,"Action, Comedy, Romance",5.426,101.0
Biography,Untitled Aamir khan/Rajkumar Hirani movie,Aamir Khan,Rajkumar Hirani,,,
"Crime, Thriller",Paanch,"Kay Kay Menon, Aditya Srivastav, Joy Fernandes, Vijay Maurya",Anurag Kashyap,"Crime, Thriller",6.6,14.0
"Action, Comedy, Crime",Rowdy Rathore,"Akshay Kumar, Sonakshi Sinha, Nassar, Yashpal Sharma",Prabhu Deva,"Action, Comedy, Crime",5.872,90.0
"Action, Thriller",Sanak,"Vidyut Jammwal, Neha Dhupia, Rukmini Maitra, Chandan Roy Sanyal",Kanishk Varma,"Action, Thriller",6.1,20.0
"Crime, Thriller",Visfot,"Riddhi Dogra, Priya Bapat, Riteish Deshmukh, Fardeen Khan",Kookie Gulati,,10.0,1.0
"Drama, Family, Sport",Skater Girl,"Waheeda Rehman, Amy Maghera, Sahidur Rahaman, Jonathan Readwin",Manjari Makijany,"Drama, Family",7.2,146.0
"Drama, Romance",Raincoat,"Ajay Devgn, Aishwarya Rai Bachchan, Annu Kapoor, Mouli Ganguly",Rituparno Ghosh,"Drama, Romance",7.3,33.0
"Drama, Romance, Thriller",Murder,"Mallika Sherawat, Ashmit Patel, Emraan Hashmi, Kashmira Shah",Anurag Basu,"Mystery, Crime, Thriller",5.9,126.0
"Comedy, Drama, Family",Mujhse Dosti Karoge!,"Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra",Kunal Kohli,"Romance, Comedy, Drama",6.315,73.0
"Action, Biography, Crime",Veerappan,"Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav, Nissar Khan",Ram Gopal Varma,"Action, Crime",5.9,5.0
"Drama, Romance",Madly,"Radhika Apte, Kathryn Beck, Justina Bustos, Zoë Castle","Bat for Lashes, Gael García Bernal, Anurag Kashyap, Sebastián Silva, Sion Sono, Mia Wasikowska",Drama,4.8,9.0
"Crime, Drama",One Friday Night,"Vidhi Chitalia, Hemant K Gaur, Ambrish Saxena, Milind Soman",Manish Gupta,"Mystery, Crime, Thriller",4.3,3.0
"Action, Crime, Drama",Khuda Haafiz,"Vidyut Jammwal, Shivaleeka Oberoi, Annu Kapoor, Aahana Kumra",Faruk Kabir,"Action, Thriller",6.803,38.0
"Action, Adventure, Drama",Mohenjo Daro,"Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh",Ashutosh Gowariker,"Adventure, Drama, History, Romance",6.237,78.0
"Comedy, Drama, Fantasy",Atrangi Re,"Dhanush, Sara Ali Khan, Akshay Kumar, Seema Biswas",Aanand L. Rai,"Comedy, Drama, Romance",6.644,44.0
"Action, Crime, Drama",Aakrosh,"Ajay Devgn, Akshaye Khanna, Bipasha Basu, Paresh Rawal",Priyadarshan,"Action, Drama, Crime",7.0,23.0
"Action, Crime, Drama",Agneepath,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari",Mukul Anand,"Action, Crime, Drama",6.4,139.0
"Comedy, Drama, Musical",Yes Boss,"Shah Rukh Khan, Juhi Chawla, Aditya Pancholi, Kashmira Shah",Aziz Mirza,"Comedy, Drama, Romance",6.147,78.0
"Biography, Drama",Chhapaak,"Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair",Meghna Gulzar,Drama,7.414,29.0
"Comedy, Drama, Musical",Anjaana Anjaani,"Priyanka Chopra Jonas, Ranbir Kapoor, Aubrey K. Miller, Carl Marino",Siddharth Anand,"Comedy, Drama, Romance",6.032,77.0
"Biography, Crime, Drama",No One Killed Jessica,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam",Raj Kumar Gupta,"Crime, Drama",6.831,74.0
"Crime, Thriller",Gurgaon,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna",Shanker Raman,"Crime, Thriller",4.9,18.0
"Drama, Horror, Mystery",Lift,"Kavin, Amritha Aiyer, Kiran Konda, Gayathri Reddy",Vineeth,"Action, Comedy, Crime",6.529,1078.0
"Action, Thriller",D-Day,"Irrfan Khan, Rishi Kapoor, Arjun Rampal, Shruti Haasan",Nikkhil Advani,"Music, Documentary",6.625,8.0
"Action, Crime, Drama",Khuda Haafiz Chapter II: Agni Pariksha,"Vidyut Jammwal, Shivaleeka Oberoi, Dibyendu Bhattacharya, Sheeba Chaddha",Faruk Kabir,,,
 ,UI,"Sunny Leone, Upendra, Murli Sharma, P. Ravi Shankar",Upendra,Thriller,0.0,0.0
"Action, Comedy, Drama",Mr. India,"Anil Kapoor, Sridevi, Amrish Puri, Satish Kaushik",Shekhar Kapur,"Action, Science Fiction, Drama",6.764,91.0
"Mystery, Thriller",The Body,"Emraan Hashmi, Rishi Kapoor, Sobhita Dhulipala, Vedhika",Jeethu Joseph,"Drama, Mystery, Romance, Thriller",5.442,191.0
"Action, Drama, Sport",Mukkabaaz,"Vineet Kumar Singh, Jimmy Shergill, Zoya Hussain, Ravi Kishan",Anurag Kashyap,Drama,7.6,37.0
"Drama, Romance",Kaagaz Ke Phool,"Waheeda Rehman, Guru Dutt, Kumari Naaz, Johnny Walker",Guru Dutt,"Drama, Romance",6.8,30.0
"Action, Adventure",Shahenshah,"Amitabh Bachchan, Meenakshi Sheshadri, Aruna Irani, Rohini Hattangadi",Tinnu Anand,,0.0,0.0
"Drama, Thriller",Gali Guleiyan,"Manoj Bajpayee, Ranvir Shorey, Neeraj Kabi, Shahana Goswami",Dipesh Jain,"Thriller, Drama",6.8,5.0
"Comedy, Crime",Phir Hera Pheri,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Bipasha Basu",Neeraj Vora,Comedy,6.5,114.0
Drama,Zwigato,"Kapil Sharma, Shahana Goswami, Tushar Acharya, Zishan Ali",Nandita Das,Drama,6.5,2.0
"Comedy, Drama",Hindi Medium,"Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal",Saket Chaudhary,"Comedy, Drama",7.288,165.0
"Horror, Mystery, Romance",1920,"Rajneesh Duggal, Adah Sharma, Anjori Alagh, Raj Zutshi",Vikram Bhatt,Horror,5.581,31.0
"Drama, Romance",Love Aaj Kal,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Sonu Saini",Imtiaz Ali,"Comedy, Drama, Romance",6.239,92.0
"Action, Comedy, Romance",Bheeshma,"Nithiin, Rashmika Mandanna, Anant Nag, Jisshu Sengupta",Venky Kudumula,"Romance, Action, Comedy",6.152,33.0
"Comedy, Drama",Chopsticks,"Abhay Deol, Mithila Palkar, Vijay Raaz, Achint Kaur",Sachin Yardi,"Comedy, Drama",5.9,44.0
"Comedy, Drama",Pagglait,"Sanya Malhotra, Sayani Gupta, Sheeba Chaddha, Ashutosh Rana",Umesh Bist,"Drama, Comedy",6.703,37.0
Drama,Heroine,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Shahana Goswami",Madhur Bhandarkar,"Thriller, Action",0.0,0.0
"Crime, Drama, Mystery",Shanghai,"Abhay Deol, Emraan Hashmi, Kalki Koechlin, Prasenjit Chatterjee",Dibakar Banerjee,"Drama, Thriller, Mystery, Crime",6.1,165.0
"Action, Drama, Thriller",Naam Shabana,"Taapsee Pannu, Akshay Kumar, Manoj Bajpayee, Taher Shabbir",Shivam Nair,Thriller,5.653,49.0
"Action, Comedy, Romance",Singh Is Bliing,"Akshay Kumar, Amy Jackson, Lara Dutta, Kay Kay Menon",Prabhu Deva,"Action, Comedy",5.472,71.0
Drama,Beautiful,"Raknil Avro, K K Binojee, Erixnil, Naina Ganguly",Agasthya Manju,"Comedy, Drama",5.7,40.0
Comedy,Filmistaan,"Sharib Hashmi, Inaamulhaq, Kumud Mishra, Gopal Datt",Nitin Kakkar,Comedy,6.9,15.0
"Comedy, Drama, Romance",Hum Tumhare Hain Sanam,"Shah Rukh Khan, Madhuri Dixit, Salman Khan, Atul Agnihotri","K.S. Adiyaman, Sanjay Singh","Drama, Romance, Comedy",5.58,50.0
"Action, Musical, Romance",Naseeb,"Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor, Hema Malini",Manmohan Desai,"Comedy, Drama, Romance",3.8,4.0
"Action, Thriller",Akira,"Sonakshi Sinha, Anurag Kashyap, Konkona Sen Sharma, Nandu Madhav",A.R. Murugadoss,"Animation, Science Fiction, Action",7.948,4054.0
"Action, Crime, Drama",Sonchiriya,"Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana, Ranvir Shorey",Abhishek Chaubey,"Crime, Action, Drama, Western",8.3,34.0
"Comedy, Drama, Family",The Other End of the Line,"Jesse Metcalfe, Sara Foster, Anupam Kher, Austin Basis",James Dodson,"Comedy, Romance",6.462,170.0
"Action, Drama, History",Kesari,"Akshay Kumar, Parineeti Chopra, Suvinder Vicky, Vansh Bhardwaj",Anurag Singh,"Action, Fantasy",0.0,0.0
"Comedy, Crime, Drama",Jaane Bhi Do Yaaro,"Naseeruddin Shah, Ravi Baswani, Bhakti Barve, Satish Shah",Kundan Shah,"Comedy, Crime",6.953,53.0
"Drama, Romance, Thriller",Nympho: The Lust Story,"Natasha Majhi, Mohnish Nawani, Vikhyat Swades, Pooja Jangid",Kumaar Aadarsh,"Drama, Romance",1.0,1.0
Thriller,San' 75 (Pachattar),"Pravessh Rana, Kay Kay Menon, Kirti Kulhari, Tom Alter",Navneet Behal,"Thriller, Drama",10.0,1.0
"Action, Biography, Crime",Shootout at Wadala,"Anil Kapoor, John Abraham, Manoj Bajpayee, Tusshar Kapoor",Sanjay Gupta,"Action, Crime, Drama, History",5.457,35.0
"Action, Crime, Drama",Murder 2,"Emraan Hashmi, Jacqueline Fernandez, Prashant Narayanan, Sulagna Panigrahi",Mohit Suri,"Action, Crime, Drama, Thriller",5.667,45.0
Drama,Luck by Chance,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia",Zoya Akhtar,"Romance, Drama, Comedy",6.6,55.0
"Action, Musical, Romance",Kaho Naa... Pyaar Hai,"Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil",Rakesh Roshan,"Romance, Drama",6.71,124.0
"Action, Comedy, Drama",All the Best: Fun Begins,"Sanjay Dutt, Ajay Devgn, Fardeen Khan, Bipasha Basu",Rohit Shetty,"Action, Comedy, Music",6.1,48.0
"Comedy, Drama, Romance",Band Baaja Baaraat,"Ranveer Singh, Anushka Sharma, Ranjit Batra, Satender Bhardwaj",Maneesh Sharma,"Comedy, Drama, Romance",6.583,121.0
"Crime, Drama, Thriller",Baazaar,"Saif Ali Khan, Radhika Apte, Chitrangda Singh, Denzil Smith","Gauravv K. Chawla, Samuel Wilde","Crime, Drama, Thriller",6.0,26.0
Romance,Miss Teacher,"Kamalika Chanda, Rahul Sharma, Resham Thakkar, Adi Irani",Jayprakkash Shaw,Romance,3.5,3.0
"Drama, Horror, Musical",Raaz,"Dino Morea, Bipasha Basu, Malini Sharma, Ashutosh Rana",Vikram Bhatt,Mystery,6.0,1.0
"Action, Drama, Thriller",Nayak: The Real Hero,"Anil Kapoor, Rani Mukerji, Amrish Puri, Paresh Rawal",S. Shankar,"Drama, Thriller, Action",7.099,91.0
"Action, Crime, Drama",Race,"Saif Ali Khan, Akshaye Khanna, Bipasha Basu, Katrina Kaif","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Drama, History",7.258,1505.0
"Drama, Thriller",Sergeant,"Tahirr Aashhraf, Daphne Alexander, Malcolm Davies, Sonia Goswami",Prawaal Raman,"Drama, Thriller",2.0,2.0
"Comedy, Crime, Drama",Khosla Ka Ghosla!,"Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma","Dibakar Banerjee, Pravin E. Birje",Comedy,7.2,92.0
"Crime, Drama",Siya,"Stephen Alexander, Rudra Pratap Singh Chaudhary, Dev Chauhan, Madhvendra Jha",Manish Mundra,Animation,0.0,0.0
"Action, Comedy, Drama",Golmaal 3,"Mithun Chakraborty, Ajay Devgn, Kareena Kapoor, Tusshar Kapoor",Rohit Shetty,"Comedy, Family",5.452,73.0
"Comedy, Thriller",Blackmail,"Irrfan Khan, Urmila Matondkar, Divya Dutta, Kirti Kulhari",Abhinay Deo,"Drama, Thriller, Crime",6.5,226.0
"Action, Crime, Thriller",Don,"Amitabh Bachchan, Zeenat Aman, Pran Sikand, Iftekhar",Chandra Barot,"Family, Drama",8.2,4.0
"Action, Adventure, Thriller",Baadshaho,"Ajay Devgn, Ileana D'Cruz, Emraan Hashmi, Esha Gupta",Milan Luthria,"Action, Thriller",5.733,30.0
"Comedy, Drama",Babli Bouncer,"Tamannaah Bhatia, Sahil Vaid, Karan Singh Chhabra, Abhishek Bajaj",Madhur Bhandarkar,"Comedy, Drama",6.0,7.0
Drama,Midnight's Children,"Rajat Kapoor, Vansh Bhardwaj, Anupam Kher, Neha Mahajan",Deepa Mehta,Drama,5.53,50.0
"Mystery, Thriller",Rahasya,"Kay Kay Menon, Ashish Vidyarthi, Tisca Chopra, Mita Vashisht",Manish Gupta,Action,0.0,0.0
Sport,Love-All,"Satyakam Anand, Sumit Arora, Raja Bundela, Robin Das",Sudhanshu Sharma,"Comedy, Romance",4.0,1.0
"Action, Crime, Drama",Sarfarosh,"Naseeruddin Shah, Aamir Khan, Sonali Bendre, Mukesh Rishi",John Mathew Matthan,Romance,0.0,0.0
"Action, Comedy, Drama",Entertainment,"Akshay Kumar, Tamannaah Bhatia, Junior, Krishna Abhishek","Sajid, Farhad Samji","Drama, Comedy",5.6,63.0
"Action, Drama, Fantasy",Kanguva,"Suriya, Disha Patani, Yogi Babu, Bobby Deol",Siva,"Drama, Action",0.0,0.0
"Drama, Mystery, Thriller",Chehre,"Amitabh Bachchan, Emraan Hashmi, Krystle D'Souza, Annu Kapoor",Rumi Jaffery,"Thriller, Mystery, Drama",6.3,16.0
"Comedy, Crime, Drama",Good Luck Jerry,"Janhvi Kapoor, Jaswant Dalal, Deepak Dobriyal, Mita Vashisht",Siddharth Sen,"Comedy, Crime, Drama",5.4,8.0
Drama,Kaamyaab,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar",Hardik Mehta,"Comedy, Drama",6.5,16.0
"Musical, Mystery, Drama",Madhoshi,"Bipasha Basu, John Abraham, Priyanshu Chatterjee, Prakash Bharadwaj",Tanveer Khan,"Drama, Romance, Music, Mystery",4.4,5.0
"Comedy, Drama, Romance",Housefull,"Akshay Kumar, Deepika Padukone, Riteish Deshmukh, Lara Dutta",Sajid Khan,"Family, Comedy",5.5,1.0
"Action, Crime, Drama",Mardaani 2,"Rani Mukerji, Avneet Kaur, Sunny Hinduja, Shruti Bapna",Gopi Puthran,"Action, Crime, Thriller",7.108,65.0
"Drama, Family, Sport",Toolsidas Junior,"Sanjay Dutt, Rajeev Kapoor, Varun Buddhadev, Ankur Vikal",Mridul Toolsidas,"Drama, Family",7.6,7.0
Drama,Love Sonia,"Abhishek Bharate, Riya Sisodiya, Mrunal Thakur, Adil Hussain",Tabrez Noorani,Drama,7.545,22.0
"Drama, Thriller",Hate Story 3,"Sharman Joshi, Karan Singh Grover, Zareen Khan, Daisy Shah",Vishal Pandya,"Thriller, Drama",4.942,26.0
"Action, Comedy, Crime",Looop Lapeta,"Taapsee Pannu, Tahir Raj Bhasin, Dibyendu Bhattacharya, K.C. Shankar",Aakash Bhatia,"Action, Comedy, Crime",6.082,61.0
"Action, Crime",Mumbai Saga,"John Abraham, Emraan Hashmi, Mahesh Manjrekar, Suniel Shetty",Sanjay Gupta,"Action, Drama, Crime",5.714,21.0
"Drama, Musical, Romance",Pardes,"Shah Rukh Khan, Mahima Chaudhry, Amrish Puri, Apurva Agnihotri",Subhash Ghai,"Drama, Romance",6.777,74.0
"Action, Crime, Drama",Kaante,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Mahesh Manjrekar",Sanjay Gupta,"Crime, Thriller, Action",5.436,39.0
Drama,The Hungry,"Naseeruddin Shah, Tisca Chopra, Neeraj Kabi, Antonio Aakeel",Bornila Chatterjee,Drama,5.7,9.0
"Action, Crime, Thriller",Kabzaa,"Upendra, Sudeep, Shriya Saran, Shivarajkumar","R. Chandru, Shivu Hiremath, Soori","Action, Crime, Drama",5.0,1.0
"Crime, Thriller",Forensic,"Radhika Apte, Vikrant Massey, Prachi Desai, Anant Mahadevan",Vishal Furia,"Crime, Thriller",4.3,7.0
"Action, Crime, History",Shootout at Lokhandwala,"Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Arbaaz Khan",Apoorva Lakhia,"Action, Crime, History",6.189,53.0
"Comedy, Drama",Double XL,"Sonakshi Sinha, Huma Qureshi, Zaheer Iqbal, Mahat Raghavendra",Satram Ramani,"Comedy, Drama",5.438,8.0
"Comedy, Horror",Phone Bhoot,"Katrina Kaif, Ishaan Khattar, Siddhant Chaturvedi, Jackie Shroff",Gurmmeet Singh,"Horror, Comedy",5.19,21.0
"Crime, Drama, Mystery",Cadaver,"Amala Paul, Riythvika Panneerselvam, Munishkanth, Harish Uthaman",Anoop Panicker,Animation,5.0,1.0
Drama,Bombay Talkies,"Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui","Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap","Drama, Romance",6.4,55.0
"Drama, Musical, Romance",Almost Pyaar with DJ Mohabbat,"Alaya F, Karan Mehta, Vicky Kaushal, Sapna Pabbi",Anurag Kashyap,"Romance, Drama, Music",3.3,3.0
"Comedy, Drama, Fantasy",Oh! Baby,"Samantha Ruth Prabhu, Lakshmi, Rajendra Prasad, Teja Sajja",B.V. Nandini Reddy,"Comedy, Drama, Fantasy",6.708,24.0
"Drama, Sport",Rashmi Rocket,"Taapsee Pannu, Priyanshu Painyuli, Abhishek Banerjee, Supriya Pathak",Akarsh Khurana,Drama,6.5,10.0
"Action, Comedy, Drama",Pyaar Kiya To Darna Kya,"Salman Khan, Kajol, Arbaaz Khan, Anjala Zaveri",Sohail Khan,"Comedy, Drama, Romance",6.222,36.0
"Drama, Mystery, Thriller",The Tashkent Files,"Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah, Pankaj Tripathi",Vivek Agnihotri,"Drama, Mystery, Thriller, History",7.356,45.0
Drama,Mulk,"Taapsee Pannu, Rishi Kapoor, Neena Gupta, Ashutosh Rana",Anubhav Sinha,,0.0,0.0
"Action, Comedy, Crime",Dabangg 2,"Salman Khan, Sonakshi Sinha, Prakash Raj, Vinod Khanna",Arbaaz Khan,"Action, Comedy, Crime",5.064,102.0
"Action, Drama, Thriller",Romeo Akbar Walter,"John Abraham, Mouni Roy, Jackie Shroff, Gyanendra Tripathi",Robbie Grewal,"Action, Thriller",6.237,38.0
"Adventure, Drama",DAMaN,"Karan Kandhapan, Babushan Mohanty, Dipanwit Dashmohapatra, Manaswani Takri","Lenka Debiprasad, Vishal Mourya",Drama,3.7,3.0
"Comedy, Drama, Romance",Dil Bole Hadippa!,"Shahid Kapoor, Rani Mukerji, Anupam Kher, Dalip Tahil",Anurag Singh,"Romance, Comedy, Drama",5.5,51.0
"Crime, Thriller",Buddha in a Traffic Jam,"Anupam Kher, Anchal Dwivedi, Mahie Gill, Pallavi Joshi",Vivek Agnihotri,"Thriller, Crime",7.2,10.0
Action,The Purvanchal Files,"R . Siddharth, Shivani Thakur, Zarina Wahab, Govind Namdeo",Swarup Ghosh,"Action, Drama",0.0,0.0
"Biography, Sport",800,"Nassar, Madhur Mittal, Narain, Mahima Nambiar",M.S. Sripathy,Drama,6.429,6.0
"Crime, Drama, Thriller",Blind,"Sonam Kapoor, Lucy Aarden, Danesh Razvi, Shubham Saraf",Shome Makhija,Drama,6.288,203.0
"Comedy, Drama, Romance",Love Aaj Kal,"Saif Ali Khan, Deepika Padukone, Rishi Kapoor, Rahul Khanna",Imtiaz Ali,"Comedy, Drama, Romance",6.239,92.0
"Comedy, Drama, Musical",Har Dil Jo Pyar Karega...,"Salman Khan, Preity G Zinta, Rani Mukerji, Rajeev Verma",Raj Kanwar,"Comedy, Drama",5.59,39.0
"Comedy, Drama",Ankhon Dekhi,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur",Rajat Kapoor,"Comedy, Drama",6.9,54.0
"Action, Adventure, Crime",Joram,"Mohd. Zeeshan Ayyub, Manoj Bajpayee, Tannishtha Chatterjee, Rajshri Deshpande",Devashish Makhija,"Adventure, Crime, Drama, Thriller",7.8,4.0
"Drama, Romance",Ardh,"Rajpal Naurang Yadav, Rubina Dilaik, Hiten Tejwani, Swastik Tiwari",Palash Muchal,"Drama, Comedy",4.5,2.0
"Comedy, Romance",Khoobsurat,"Sonam Kapoor, Fawad Khan, Ratna Pathak Shah, Kirron Kher",Shashanka Ghosh,"Comedy, Romance, Family",4.909,11.0
"Action, Comedy, Crime",Bachchhan Paandey,"Akshay Kumar, Kriti Sanon, Jacqueline Fernandez, Pankaj Tripathi",Farhad Samji,"Comedy, Action, Crime",5.269,27.0
"Action, Drama, History",Border,"Sunny Deol, Suniel Shetty, Akshaye Khanna, Jackie Shroff",J.P. Dutta,"Action, Drama, History, War",6.405,63.0
"Comedy, Drama",Hichki,"Rani Mukerji, Naisha Khanna, Neeraj Kabi, Rohit Saraf",Malhotra P. Siddharth,"Drama, Comedy",7.6,126.0
"Action, Drama, History",Rangoon,"Kangana Ranaut, Shahid Kapoor, Saif Ali Khan, Manav Vij",Vishal Bhardwaj,"Drama, Thriller",6.628,78.0
Comedy,Ujda Chaman,"Sunny Singh, Maanvi Gagroo, Karishma Sharma, Gagan Arora",Abhishek Pathak,"Comedy, Drama",6.389,18.0
"Drama, Romance",Arth,"Shabana Azmi, Kulbhushan Kharbanda, Smita Patil, Raj Kiran",Mahesh Bhatt,"Adventure, Fantasy, Animation, Family",6.394,2805.0
"Action, Drama, Thriller",Mohra,"Akshay Kumar, Suniel Shetty, Raveena Tandon, Naseeruddin Shah",Rajiv Rai,"Action, Thriller",6.314,35.0
"Action, Drama",Untitled Soorarai Pottru remake,"Akshay Kumar, Radhika Madan, Paresh Rawal, R. Sarathkumar",Sudha Kongara,,,
"Action, Adventure, Comedy",Dishoom,"John Abraham, Varun Dhawan, Jacqueline Fernandez, Akshaye Khanna",Rohit Dhawan,"Comedy, Action",5.341,83.0
"Comedy, Family",Aankh Micholi,"Paresh Rawal, Sharman Joshi, Abhimanyu Dasani, Mrunal Thakur",Umesh Shukla,"Comedy, Family",3.0,1.0
"Drama, Romance, Thriller",Aashiq Banaya Aapne: Love Takes Over,"Emraan Hashmi, Tanushree Dutta, Sonu Sood, Preeti Ganguli",Aditya Datt,,,
"Comedy, Crime, Mystery",Golmaal Returns,"Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor",Rohit Shetty,Comedy,5.115,87.0
"Comedy, Thriller",Kaalakaandi,"Saif Ali Khan, Asif Basra, Neil Bhoopalam, Ankit Bisht",Akshat Verma,"Comedy, Thriller, Drama",6.463,27.0
Animation,Hanuman,"Mukesh Khanna, Viraj, Mona Shetty, Sumeet Pathak","V.G. Samant, Milind Ukey","Adventure, Family, Romance, Fantasy",5.9,9.0
"Action, Drama, Thriller",Tariq,"John Abraham, Rukmini Maitra, Gajala, Sujith Shanker",Arun Gopalan,,0.0,0.0
"Drama, Musical, Romance",Maine Pyar Kiya,"Salman Khan, Bhagyashree Patwardhan, Alok Nath, Rajeev Verma",Sooraj R. Barjatya,"Romance, Drama",5.849,86.0
Drama,Court,"Vira Sathidar, Vivek Gomber, Geetanjali Kulkarni, Pradeep Joshi",Chaitanya Tamhane,Drama,6.8,61.0
"Comedy, Drama, Sport",Chhalaang,"Rajkummar Rao, Nushrratt Bharuccha, Mohd. Zeeshan Ayyub, Saurabh Shukla",Hansal Mehta,"Comedy, Drama",5.981,27.0
"Drama, Music",Street Dancer 3D,"Varun Dhawan, Shraddha Kapoor, Prabhu Deva, Nora Fatehi",Remo D'Souza,Drama,6.608,37.0
"Biography, Drama, Sport",Jhund,"Amitabh Bachchan, Ankush Gedam, Babu Kshatriya, Jerico Robert",Nagraj Manjule,Drama,6.9,16.0
